filename,labels
unwashed_plates_182.jpg,
dirty_casserole_with_food_residue_and_food_stains_476.jpg,"food, casserole, residue, dirty, stains"
greasy_plates_with_food_stains_349.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_379.jpg,"burnt, pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_102.jpg,"pan, dirty, residue"
dirty_casserole_with_food_residue_and_food_stains_41.jpg,"food, casserole, residue, dirty, stains"
coffee_cups_with_coffee_stains_376.jpg,"stains, cups, coffee"
dirty_glasses_with_milk_and_coffee_stains_227.jpg,"stains, dirty, coffee"
dirty_saute_pan_with_burnt_residue_392.jpg,"burnt, pan, dirty, residue"
unwashed_plates_169.jpg,
greasy_plates_with_food_stains_41.jpg,"stains, food"
dirty_wok_with_food_residue_and_food_stains_297.jpg,"food, wok, residue, dirty, stains"
dirty_wok_with_food_residue_and_food_stains_283.jpg,"food, wok, residue, dirty, stains"
greasy_plates_with_food_stains_55.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_386.jpg,"burnt, pan, dirty, residue"
dirty_glasses_with_milk_and_coffee_stains_233.jpg,"stains, dirty, coffee"
dirty_casserole_with_food_residue_and_food_stains_489.jpg,"food, casserole, residue, dirty, stains"
coffee_cups_with_coffee_stains_389.jpg,"stains, cups, coffee"
dirty_dutch_oven_with_food_residue_and_food_stains_398.jpg,"food, dutch, residue, dirty, oven, stains"
unwashed_plates_155.jpg,
burnt_pan_with_residue_106.jpg,"burnt, pan, residue"
dirty_wine_glass_with_red_wine_stains_4.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_96.jpg,"food, casserole, residue, dirty, stains"
unwashed_plates_33.jpg,
greasy_plates_with_food_stains_69.jpg,"stains, food"
unwashed_plates_27.jpg,
dirty_casserole_with_food_residue_and_food_stains_82.jpg,"food, casserole, residue, dirty, stains"
dirty_dutch_oven_with_food_residue_and_food_stains_8.jpg,"food, dutch, residue, dirty, oven, stains"
unwashed_plates_141.jpg,
burnt_pan_with_residue_112.jpg,"burnt, pan, residue"
greasy_plates_with_food_stains_215.jpg,"stains, food"
dirty_glasses_with_milk_and_coffee_stains_390.jpg,"stains, dirty, coffee"
dirty_saute_pan_with_burnt_residue_225.jpg,"burnt, pan, dirty, residue"
dirty_dutch_oven_with_food_residue_and_food_stains_213.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_wok_with_food_residue_and_food_stains_446.jpg,"food, wok, residue, dirty, stains"
dirty_saute_pan_with_burnt_residue_98.jpg,"burnt, pan, dirty, residue"
dirty_wok_with_food_residue_and_food_stains_320.jpg,"food, wok, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_20.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_258.jpg,"food, casserole, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_34.jpg,"stains, dirty"
dirty_wok_with_food_residue_and_food_stains_334.jpg,"food, wok, residue, dirty, stains"
dirty_wok_with_food_residue_and_food_stains_452.jpg,"food, wok, residue, dirty, stains"
dirty_saute_pan_with_burnt_residue_231.jpg,"burnt, pan, dirty, residue"
dirty_glasses_with_milk_and_coffee_stains_384.jpg,"stains, dirty, coffee"
greasy_plates_with_food_stains_201.jpg,"stains, food"
dirty_dutch_oven_with_food_residue_and_food_stains_207.jpg,"food, dutch, residue, dirty, oven, stains"
coffee_cups_with_coffee_stains_216.jpg,"stains, cups, coffee"
greasy_plates_with_food_stains_229.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_219.jpg,"burnt, pan, dirty, residue"
dirty_glasses_with_milk_and_coffee_stains_62.jpg,"stains, dirty, coffee"
dirty_wine_glass_with_red_wine_stains_153.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_270.jpg,"food, casserole, residue, dirty, stains"
burnt_pan_with_residue_17.jpg,"burnt, pan, residue"
dirty_wok_with_food_residue_and_food_stains_308.jpg,"food, wok, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_147.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_264.jpg,"food, casserole, residue, dirty, stains"
dirty_glasses_with_milk_and_coffee_stains_76.jpg,"stains, dirty, coffee"
coffee_cups_with_coffee_stains_202.jpg,"stains, cups, coffee"
dirty_wok_with_food_residue_and_food_stains_485.jpg,"food, wok, residue, dirty, stains"
dirty_glasses_with_milk_and_coffee_stains_353.jpg,"stains, dirty, coffee"
dirty_glasses_with_milk_and_coffee_stains_435.jpg,"stains, dirty, coffee"
dirty_glasses_with_milk_and_coffee_stains_421.jpg,"stains, dirty, coffee"
dirty_glasses_with_milk_and_coffee_stains_89.jpg,"stains, dirty, coffee"
dirty_glasses_with_milk_and_coffee_stains_347.jpg,"stains, dirty, coffee"
dirty_wok_with_food_residue_and_food_stains_491.jpg,"food, wok, residue, dirty, stains"
dirty_saute_pan_with_burnt_residue_67.jpg,"burnt, pan, dirty, residue"
dirty_glasses_with_milk_and_coffee_stains_409.jpg,"stains, dirty, coffee"
dirty_wine_glass_with_red_wine_stains_190.jpg,"stains, dirty"
dirty_wine_glass_with_red_wine_stains_184.jpg,"stains, dirty"
dirty_saute_pan_with_burnt_residue_73.jpg,"burnt, pan, dirty, residue"
dirty_wok_with_food_residue_and_food_stains_122.jpg,"food, wok, residue, dirty, stains"
dirty_glasses_with_milk_and_coffee_stains_192.jpg,"stains, dirty, coffee"
dirty_glasses_with_milk_and_coffee_stains_186.jpg,"stains, dirty, coffee"
dirty_sauce_pan_with_sauce_residue_58.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_248.jpg,"pan, dirty, residue"
dirty_wok_with_food_residue_and_food_stains_136.jpg,"food, wok, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_379.jpg,"stains, dirty"
dirty_wine_glass_with_red_wine_stains_351.jpg,"stains, dirty"
dirty_wine_glass_with_red_wine_stains_437.jpg,"stains, dirty"
dirty_sauce_pan_with_sauce_residue_70.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_260.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_64.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_274.jpg,"pan, dirty, residue"
dirty_wine_glass_with_red_wine_stains_423.jpg,"stains, dirty"
coffee_cups_with_coffee_stains_16.jpg,"stains, cups, coffee"
dirty_wine_glass_with_red_wine_stains_345.jpg,"stains, dirty"
dirty_glasses_with_milk_and_coffee_stains_151.jpg,"stains, dirty, coffee"
dirty_glasses_with_milk_and_coffee_stains_145.jpg,"stains, dirty, coffee"
burnt_pan_with_residue_258.jpg,"burnt, pan, residue"
unwashed_plates_4.jpg,
dirty_wine_glass_with_red_wine_stains_392.jpg,"stains, dirty"
dirty_dutch_oven_with_food_residue_and_food_stains_22.jpg,"food, dutch, residue, dirty, oven, stains"
unwashed_plates_223.jpg,
burnt_pan_with_residue_270.jpg,"burnt, pan, residue"
dirty_glasses_with_milk_and_coffee_stains_179.jpg,"stains, dirty, coffee"
unwashed_plates_237.jpg,
burnt_pan_with_residue_264.jpg,"burnt, pan, residue"
dirty_dutch_oven_with_food_residue_and_food_stains_36.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_wine_glass_with_red_wine_stains_386.jpg,"stains, dirty"
burnt_pan_with_residue_265.jpg,"burnt, pan, residue"
unwashed_plates_236.jpg,
dirty_glasses_with_milk_and_coffee_stains_178.jpg,"stains, dirty, coffee"
dirty_wine_glass_with_red_wine_stains_387.jpg,"stains, dirty"
dirty_dutch_oven_with_food_residue_and_food_stains_37.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_dutch_oven_with_food_residue_and_food_stains_23.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_wine_glass_with_red_wine_stains_393.jpg,"stains, dirty"
burnt_pan_with_residue_271.jpg,"burnt, pan, residue"
unwashed_plates_222.jpg,
burnt_pan_with_residue_259.jpg,"burnt, pan, residue"
dirty_glasses_with_milk_and_coffee_stains_144.jpg,"stains, dirty, coffee"
unwashed_plates_5.jpg,
dirty_glasses_with_milk_and_coffee_stains_150.jpg,"stains, dirty, coffee"
coffee_cups_with_coffee_stains_17.jpg,"stains, cups, coffee"
dirty_wine_glass_with_red_wine_stains_422.jpg,"stains, dirty"
dirty_sauce_pan_with_sauce_residue_275.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_65.jpg,"pan, dirty, residue"
dirty_wine_glass_with_red_wine_stains_344.jpg,"stains, dirty"
dirty_wine_glass_with_red_wine_stains_350.jpg,"stains, dirty"
dirty_sauce_pan_with_sauce_residue_261.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_71.jpg,"pan, dirty, residue"
dirty_wine_glass_with_red_wine_stains_436.jpg,"stains, dirty"
dirty_sauce_pan_with_sauce_residue_249.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_59.jpg,"pan, dirty, residue"
dirty_glasses_with_milk_and_coffee_stains_187.jpg,"stains, dirty, coffee"
dirty_wine_glass_with_red_wine_stains_378.jpg,"stains, dirty"
dirty_wok_with_food_residue_and_food_stains_137.jpg,"food, wok, residue, dirty, stains"
dirty_wok_with_food_residue_and_food_stains_123.jpg,"food, wok, residue, dirty, stains"
dirty_glasses_with_milk_and_coffee_stains_193.jpg,"stains, dirty, coffee"
dirty_wine_glass_with_red_wine_stains_185.jpg,"stains, dirty"
dirty_saute_pan_with_burnt_residue_72.jpg,"burnt, pan, dirty, residue"
dirty_saute_pan_with_burnt_residue_66.jpg,"burnt, pan, dirty, residue"
dirty_wine_glass_with_red_wine_stains_191.jpg,"stains, dirty"
dirty_glasses_with_milk_and_coffee_stains_408.jpg,"stains, dirty, coffee"
dirty_glasses_with_milk_and_coffee_stains_420.jpg,"stains, dirty, coffee"
dirty_wok_with_food_residue_and_food_stains_490.jpg,"food, wok, residue, dirty, stains"
dirty_glasses_with_milk_and_coffee_stains_346.jpg,"stains, dirty, coffee"
dirty_glasses_with_milk_and_coffee_stains_88.jpg,"stains, dirty, coffee"
dirty_glasses_with_milk_and_coffee_stains_352.jpg,"stains, dirty, coffee"
dirty_wok_with_food_residue_and_food_stains_484.jpg,"food, wok, residue, dirty, stains"
dirty_glasses_with_milk_and_coffee_stains_434.jpg,"stains, dirty, coffee"
dirty_casserole_with_food_residue_and_food_stains_265.jpg,"food, casserole, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_146.jpg,"stains, dirty"
dirty_wok_with_food_residue_and_food_stains_309.jpg,"food, wok, residue, dirty, stains"
coffee_cups_with_coffee_stains_203.jpg,"stains, cups, coffee"
dirty_glasses_with_milk_and_coffee_stains_77.jpg,"stains, dirty, coffee"
dirty_glasses_with_milk_and_coffee_stains_63.jpg,"stains, dirty, coffee"
dirty_saute_pan_with_burnt_residue_218.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_228.jpg,"stains, food"
coffee_cups_with_coffee_stains_217.jpg,"stains, cups, coffee"
burnt_pan_with_residue_16.jpg,"burnt, pan, residue"
dirty_casserole_with_food_residue_and_food_stains_271.jpg,"food, casserole, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_152.jpg,"stains, dirty"
dirty_wok_with_food_residue_and_food_stains_335.jpg,"food, wok, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_35.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_259.jpg,"food, casserole, residue, dirty, stains"
dirty_dutch_oven_with_food_residue_and_food_stains_206.jpg,"food, dutch, residue, dirty, oven, stains"
greasy_plates_with_food_stains_200.jpg,"stains, food"
dirty_glasses_with_milk_and_coffee_stains_385.jpg,"stains, dirty, coffee"
dirty_saute_pan_with_burnt_residue_230.jpg,"burnt, pan, dirty, residue"
dirty_wok_with_food_residue_and_food_stains_453.jpg,"food, wok, residue, dirty, stains"
dirty_saute_pan_with_burnt_residue_99.jpg,"burnt, pan, dirty, residue"
dirty_wok_with_food_residue_and_food_stains_447.jpg,"food, wok, residue, dirty, stains"
dirty_dutch_oven_with_food_residue_and_food_stains_212.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_saute_pan_with_burnt_residue_224.jpg,"burnt, pan, dirty, residue"
dirty_glasses_with_milk_and_coffee_stains_391.jpg,"stains, dirty, coffee"
greasy_plates_with_food_stains_214.jpg,"stains, food"
dirty_wine_glass_with_red_wine_stains_21.jpg,"stains, dirty"
dirty_wok_with_food_residue_and_food_stains_321.jpg,"food, wok, residue, dirty, stains"
unwashed_plates_26.jpg,
greasy_plates_with_food_stains_68.jpg,"stains, food"
burnt_pan_with_residue_113.jpg,"burnt, pan, residue"
unwashed_plates_140.jpg,
dirty_dutch_oven_with_food_residue_and_food_stains_9.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_casserole_with_food_residue_and_food_stains_83.jpg,"food, casserole, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_5.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_97.jpg,"food, casserole, residue, dirty, stains"
burnt_pan_with_residue_107.jpg,"burnt, pan, residue"
unwashed_plates_154.jpg,
dirty_dutch_oven_with_food_residue_and_food_stains_399.jpg,"food, dutch, residue, dirty, oven, stains"
unwashed_plates_32.jpg,
greasy_plates_with_food_stains_54.jpg,"stains, food"
dirty_wok_with_food_residue_and_food_stains_282.jpg,"food, wok, residue, dirty, stains"
coffee_cups_with_coffee_stains_388.jpg,"stains, cups, coffee"
dirty_casserole_with_food_residue_and_food_stains_488.jpg,"food, casserole, residue, dirty, stains"
dirty_glasses_with_milk_and_coffee_stains_232.jpg,"stains, dirty, coffee"
dirty_saute_pan_with_burnt_residue_387.jpg,"burnt, pan, dirty, residue"
unwashed_plates_168.jpg,
dirty_saute_pan_with_burnt_residue_393.jpg,"burnt, pan, dirty, residue"
dirty_glasses_with_milk_and_coffee_stains_226.jpg,"stains, dirty, coffee"
dirty_wok_with_food_residue_and_food_stains_296.jpg,"food, wok, residue, dirty, stains"
greasy_plates_with_food_stains_40.jpg,"stains, food"
dirty_casserole_with_food_residue_and_food_stains_311.jpg,"food, casserole, residue, dirty, stains"
dirty_dutch_oven_with_food_residue_and_food_stains_428.jpg,"food, dutch, residue, dirty, oven, stains"
coffee_cups_with_coffee_stains_411.jpg,"stains, cups, coffee"
dirty_sauce_pan_with_sauce_residue_103.jpg,"pan, dirty, residue"
coffee_cups_with_coffee_stains_377.jpg,"stains, cups, coffee"
dirty_casserole_with_food_residue_and_food_stains_40.jpg,"food, casserole, residue, dirty, stains"
dirty_saute_pan_with_burnt_residue_378.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_348.jpg,"stains, food"
dirty_casserole_with_food_residue_and_food_stains_477.jpg,"food, casserole, residue, dirty, stains"
unwashed_plates_183.jpg,
dirty_casserole_with_food_residue_and_food_stains_463.jpg,"food, casserole, residue, dirty, stains"
unwashed_plates_197.jpg,
dirty_casserole_with_food_residue_and_food_stains_54.jpg,"food, casserole, residue, dirty, stains"
coffee_cups_with_coffee_stains_363.jpg,"stains, cups, coffee"
dirty_sauce_pan_with_sauce_residue_117.jpg,"pan, dirty, residue"
coffee_cups_with_coffee_stains_405.jpg,"stains, cups, coffee"
dirty_wok_with_food_residue_and_food_stains_269.jpg,"food, wok, residue, dirty, stains"
dirty_casserole_with_food_residue_and_food_stains_305.jpg,"food, casserole, residue, dirty, stains"
dirty_wok_with_food_residue_and_food_stains_241.jpg,"food, wok, residue, dirty, stains"
greasy_plates_with_food_stains_97.jpg,"stains, food"
dirty_dutch_oven_with_food_residue_and_food_stains_414.jpg,"food, dutch, residue, dirty, oven, stains"
greasy_plates_with_food_stains_412.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_422.jpg,"burnt, pan, dirty, residue"
dirty_saute_pan_with_burnt_residue_344.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_374.jpg,"stains, food"
dirty_dutch_oven_with_food_residue_and_food_stains_372.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_casserole_with_food_residue_and_food_stains_68.jpg,"food, casserole, residue, dirty, stains"
greasy_plates_with_food_stains_360.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_350.jpg,"burnt, pan, dirty, residue"
dirty_dutch_oven_with_food_residue_and_food_stains_366.jpg,"food, dutch, residue, dirty, oven, stains"
greasy_plates_with_food_stains_83.jpg,"stains, food"
dirty_casserole_with_food_residue_and_food_stains_339.jpg,"food, casserole, residue, dirty, stains"
dirty_dutch_oven_with_food_residue_and_food_stains_400.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_saute_pan_with_burnt_residue_436.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_406.jpg,"stains, food"
coffee_cups_with_coffee_stains_439.jpg,"stains, cups, coffee"
dirty_wok_with_food_residue_and_food_stains_255.jpg,"food, wok, residue, dirty, stains"
greasy_plates_with_food_stains_189.jpg,"stains, food"
unwashed_plates_342.jpg,
burnt_pan_with_residue_311.jpg,"burnt, pan, residue"
burnt_pan_with_residue_477.jpg,"burnt, pan, residue"
unwashed_plates_424.jpg,
burnt_pan_with_residue_463.jpg,"burnt, pan, residue"
unwashed_plates_430.jpg,
unwashed_plates_356.jpg,
burnt_pan_with_residue_305.jpg,"burnt, pan, residue"
dirty_saute_pan_with_burnt_residue_185.jpg,"burnt, pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_498.jpg,"pan, dirty, residue"
unwashed_plates_418.jpg,
dirty_saute_pan_with_burnt_residue_191.jpg,"burnt, pan, dirty, residue"
burnt_pan_with_residue_339.jpg,"burnt, pan, residue"
unwashed_plates_381.jpg,
burnt_pan_with_residue_0.jpg,"burnt, pan, residue"
dirty_wok_with_food_residue_and_food_stains_26.jpg,"food, wok, residue, dirty, stains"
coffee_cups_with_coffee_stains_175.jpg,"stains, cups, coffee"
dirty_sauce_pan_with_sauce_residue_301.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_467.jpg,"pan, dirty, residue"
dirty_casserole_with_food_residue_and_food_stains_113.jpg,"food, casserole, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_230.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_107.jpg,"food, casserole, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_224.jpg,"stains, dirty"
dirty_sauce_pan_with_sauce_residue_473.jpg,"pan, dirty, residue"
dirty_wok_with_food_residue_and_food_stains_32.jpg,"food, wok, residue, dirty, stains"
dirty_sauce_pan_with_sauce_residue_315.jpg,"pan, dirty, residue"
coffee_cups_with_coffee_stains_161.jpg,"stains, cups, coffee"
unwashed_plates_395.jpg,
coffee_cups_with_coffee_stains_149.jpg,"stains, cups, coffee"
greasy_plates_with_food_stains_176.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_146.jpg,"burnt, pan, dirty, residue"
burnt_pan_with_residue_488.jpg,"burnt, pan, residue"
dirty_wine_glass_with_red_wine_stains_218.jpg,"stains, dirty"
dirty_saute_pan_with_burnt_residue_152.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_162.jpg,"stains, food"
dirty_sauce_pan_with_sauce_residue_329.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_459.jpg,"pan, dirty, residue"
dirty_saute_pan_with_burnt_residue_144.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_174.jpg,"stains, food"
dirty_dutch_oven_with_food_residue_and_food_stains_172.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_wok_with_food_residue_and_food_stains_18.jpg,"food, wok, residue, dirty, stains"
greasy_plates_with_food_stains_160.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_150.jpg,"burnt, pan, dirty, residue"
dirty_casserole_with_food_residue_and_food_stains_139.jpg,"food, casserole, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_232.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_111.jpg,"food, casserole, residue, dirty, stains"
dirty_sauce_pan_with_sauce_residue_465.jpg,"pan, dirty, residue"
dirty_sauce_pan_with_sauce_residue_303.jpg,"pan, dirty, residue"
coffee_cups_with_coffee_stains_177.jpg,"stains, cups, coffee"
burnt_pan_with_residue_2.jpg,"burnt, pan, residue"
dirty_wok_with_food_residue_and_food_stains_24.jpg,"food, wok, residue, dirty, stains"
dirty_saute_pan_with_burnt_residue_178.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_148.jpg,"stains, food"
unwashed_plates_383.jpg,
unwashed_plates_397.jpg,
coffee_cups_with_coffee_stains_163.jpg,"stains, cups, coffee"
dirty_sauce_pan_with_sauce_residue_317.jpg,"pan, dirty, residue"
dirty_wok_with_food_residue_and_food_stains_30.jpg,"food, wok, residue, dirty, stains"
dirty_sauce_pan_with_sauce_residue_471.jpg,"pan, dirty, residue"
dirty_wine_glass_with_red_wine_stains_226.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_105.jpg,"food, casserole, residue, dirty, stains"
burnt_pan_with_residue_449.jpg,"burnt, pan, residue"
coffee_cups_with_coffee_stains_188.jpg,"stains, cups, coffee"
dirty_saute_pan_with_burnt_residue_187.jpg,"burnt, pan, dirty, residue"
unwashed_plates_368.jpg,
dirty_saute_pan_with_burnt_residue_193.jpg,"burnt, pan, dirty, residue"
unwashed_plates_426.jpg,
burnt_pan_with_residue_475.jpg,"burnt, pan, residue"
burnt_pan_with_residue_313.jpg,"burnt, pan, residue"
unwashed_plates_340.jpg,
burnt_pan_with_residue_307.jpg,"burnt, pan, residue"
unwashed_plates_354.jpg,
dirty_dutch_oven_with_food_residue_and_food_stains_199.jpg,"food, dutch, residue, dirty, oven, stains"
unwashed_plates_432.jpg,
burnt_pan_with_residue_461.jpg,"burnt, pan, residue"
coffee_cups_with_coffee_stains_349.jpg,"stains, cups, coffee"
dirty_casserole_with_food_residue_and_food_stains_449.jpg,"food, casserole, residue, dirty, stains"
dirty_dutch_oven_with_food_residue_and_food_stains_370.jpg,"food, dutch, residue, dirty, oven, stains"
greasy_plates_with_food_stains_376.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_346.jpg,"burnt, pan, dirty, residue"
dirty_saute_pan_with_burnt_residue_420.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_410.jpg,"stains, food"
dirty_dutch_oven_with_food_residue_and_food_stains_416.jpg,"food, dutch, residue, dirty, oven, stains"
greasy_plates_with_food_stains_95.jpg,"stains, food"
dirty_wok_with_food_residue_and_food_stains_243.jpg,"food, wok, residue, dirty, stains"
dirty_wok_with_food_residue_and_food_stains_257.jpg,"food, wok, residue, dirty, stains"
greasy_plates_with_food_stains_404.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_434.jpg,"burnt, pan, dirty, residue"
dirty_dutch_oven_with_food_residue_and_food_stains_402.jpg,"food, dutch, residue, dirty, oven, stains"
greasy_plates_with_food_stains_81.jpg,"stains, food"
dirty_dutch_oven_with_food_residue_and_food_stains_364.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_saute_pan_with_burnt_residue_352.jpg,"burnt, pan, dirty, residue"
greasy_plates_with_food_stains_362.jpg,"stains, food"
dirty_sauce_pan_with_sauce_residue_129.jpg,"pan, dirty, residue"
unwashed_plates_181.jpg,
dirty_casserole_with_food_residue_and_food_stains_475.jpg,"food, casserole, residue, dirty, stains"
dirty_casserole_with_food_residue_and_food_stains_42.jpg,"food, casserole, residue, dirty, stains"
coffee_cups_with_coffee_stains_375.jpg,"stains, cups, coffee"
dirty_sauce_pan_with_sauce_residue_101.jpg,"pan, dirty, residue"
coffee_cups_with_coffee_stains_413.jpg,"stains, cups, coffee"
dirty_casserole_with_food_residue_and_food_stains_313.jpg,"food, casserole, residue, dirty, stains"
greasy_plates_with_food_stains_438.jpg,"stains, food"
dirty_saute_pan_with_burnt_residue_408.jpg,"burnt, pan, dirty, residue"
dirty_casserole_with_food_residue_and_food_stains_307.jpg,"food, casserole, residue, dirty, stains"
coffee_cups_with_coffee_stains_407.jpg,"stains, cups, coffee"
dirty_sauce_pan_with_sauce_residue_115.jpg,"pan, dirty, residue"
coffee_cups_with_coffee_stains_361.jpg,"stains, cups, coffee"
dirty_casserole_with_food_residue_and_food_stains_56.jpg,"food, casserole, residue, dirty, stains"
unwashed_plates_195.jpg,
dirty_casserole_with_food_residue_and_food_stains_461.jpg,"food, casserole, residue, dirty, stains"
dirty_dutch_oven_with_food_residue_and_food_stains_358.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_saute_pan_with_burnt_residue_385.jpg,"burnt, pan, dirty, residue"
dirty_glasses_with_milk_and_coffee_stains_230.jpg,"stains, dirty, coffee"
dirty_wok_with_food_residue_and_food_stains_280.jpg,"food, wok, residue, dirty, stains"
unwashed_plates_18.jpg,
greasy_plates_with_food_stains_56.jpg,"stains, food"
greasy_plates_with_food_stains_42.jpg,"stains, food"
dirty_wok_with_food_residue_and_food_stains_294.jpg,"food, wok, residue, dirty, stains"
dirty_glasses_with_milk_and_coffee_stains_224.jpg,"stains, dirty, coffee"
dirty_saute_pan_with_burnt_residue_391.jpg,"burnt, pan, dirty, residue"
burnt_pan_with_residue_139.jpg,"burnt, pan, residue"
dirty_casserole_with_food_residue_and_food_stains_81.jpg,"food, casserole, residue, dirty, stains"
greasy_plates_with_food_stains_389.jpg,"stains, food"
unwashed_plates_142.jpg,
burnt_pan_with_residue_111.jpg,"burnt, pan, residue"
unwashed_plates_24.jpg,
unwashed_plates_30.jpg,
dirty_glasses_with_milk_and_coffee_stains_218.jpg,"stains, dirty, coffee"
unwashed_plates_156.jpg,
burnt_pan_with_residue_105.jpg,"burnt, pan, residue"
dirty_casserole_with_food_residue_and_food_stains_95.jpg,"food, casserole, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_7.jpg,"stains, dirty"
dirty_wok_with_food_residue_and_food_stains_451.jpg,"food, wok, residue, dirty, stains"
dirty_saute_pan_with_burnt_residue_232.jpg,"burnt, pan, dirty, residue"
dirty_glasses_with_milk_and_coffee_stains_387.jpg,"stains, dirty, coffee"
greasy_plates_with_food_stains_202.jpg,"stains, food"
dirty_dutch_oven_with_food_residue_and_food_stains_204.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_glasses_with_milk_and_coffee_stains_49.jpg,"stains, dirty, coffee"
dirty_wine_glass_with_red_wine_stains_178.jpg,"stains, dirty"
dirty_wine_glass_with_red_wine_stains_37.jpg,"stains, dirty"
dirty_wok_with_food_residue_and_food_stains_337.jpg,"food, wok, residue, dirty, stains"
burnt_pan_with_residue_28.jpg,"burnt, pan, residue"
dirty_wok_with_food_residue_and_food_stains_323.jpg,"food, wok, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_23.jpg,"stains, dirty"
greasy_plates_with_food_stains_216.jpg,"stains, food"
dirty_glasses_with_milk_and_coffee_stains_393.jpg,"stains, dirty, coffee"
dirty_saute_pan_with_burnt_residue_226.jpg,"burnt, pan, dirty, residue"
dirty_dutch_oven_with_food_residue_and_food_stains_210.jpg,"food, dutch, residue, dirty, oven, stains"
coffee_cups_with_coffee_stains_229.jpg,"stains, cups, coffee"
dirty_wok_with_food_residue_and_food_stains_445.jpg,"food, wok, residue, dirty, stains"
dirty_dutch_oven_with_food_residue_and_food_stains_238.jpg,"food, dutch, residue, dirty, oven, stains"
dirty_glasses_with_milk_and_coffee_stains_75.jpg,"stains, dirty, coffee"
coffee_cups_with_coffee_stains_201.jpg,"stains, cups, coffee"
dirty_wine_glass_with_red_wine_stains_144.jpg,"stains, dirty"
dirty_casserole_with_food_residue_and_food_stains_267.jpg,"food, casserole, residue, dirty, stains"
dirty_wine_glass_with_red_wine_stains_150.jpg,"stains, dirty"
